hit_no,lock_to_click_ms,frames,fps,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
103,906.4509,59,65.089,3.0548,12.8327,0.5703,0.0093,0.0055,0.0025,0.2267
104,143.765,10,69.558,2.9936,9.2136,0.2007,0.009,0.0063,0.0024,0.2968
105,410.5601,28,68.1995,2.9298,11.1734,0.5802,0.0103,0.0046,0.0016,0.106
106,679.3051,45,66.2442,2.9588,12.1419,0.8281,0.0103,0.0062,0.002,0.1301
107,196.1206,12,61.1868,3.1421,11.8047,3.9122,0.0104,0.0067,0.0014,0.2106
108,157.5702,9,57.1174,3.4762,15.3722,3.2777,0.0098,0.0052,0.0015,0.2282
109,510.2703,33,64.6716,3.4019,11.6404,0.1506,0.0113,0.0055,0.0014,0.1816
110,580.9697,38,65.4079,3.051,11.3882,0.153,0.0105,0.0056,0.0014,0.2882
111,895.943,58,64.7363,2.9513,11.8638,0.8799,0.0957,0.0077,0.0013,0.2481
112,97.4765,6,61.5533,3.5172,9.6201,0.3561,0.0137,0.0069,0.0014,0.2045
113,135.9838,9,66.1844,4.3379,11.8346,0.6593,0.0145,0.0065,0.0022,0.1848
114,392.2764,26,66.2798,3.409,10.5474,2.6825,0.0096,0.0056,0.0024,0.241
115,653.8912,43,65.7602,3.1247,10.6079,0.1589,0.0126,0.0093,0.002,0.3221
116,302.4102,19,62.8286,2.9256,12.0145,3.117,0.0103,0.0061,0.001,0.3245
117,174.4354,11,63.0606,3.0784,12.3401,4.6743,0.0205,0.0074,0.0021,0.2227
118,24.9527,2,80.1516,2.9238,11.1643,0.192,0.0097,0.0055,0.0012,0.1712
119,89.4787,6,67.0551,3.3669,9.5432,0.2098,0.0108,0.0062,0.0019,0.1671
120,10.8103,1,92.5044,0.0,0.0,0.663,0.0079,0.0051,0.0,0.0
121,11.2377,1,88.9862,0.0,0.0,0.966,0.007,0.0061,0.0,0.0
122,11.3476,1,88.1244,0.0,0.0,1.5005,0.0077,0.006,0.0,0.0
123,161.3697,11,68.1665,3.0474,10.8661,0.1694,0.0108,0.0055,0.0013,0.2156
124,196.3721,13,66.2009,3.0338,12.4296,0.3125,0.0087,0.0053,0.003,0.3755
125,464.9746,30,64.5197,3.1478,11.6637,0.7205,0.0106,0.005,0.0015,0.3221
126,105.3994,7,66.414,2.8907,11.4245,0.1803,0.011,0.0055,0.0012,0.2116
127,10.93,1,91.4913,0.0,0.0,0.3635,0.0083,0.0059,0.0,0.0
128,479.7567,32,66.7005,3.2433,12.1678,0.2419,0.011,0.006,0.0018,0.2093
129,199.6559,14,70.1206,3.4439,10.9716,0.4667,0.0131,0.0068,0.0011,0.2207
130,457.4994,30,65.5739,2.8774,12.1392,4.1245,0.0116,0.006,0.0024,0.2997
131,64.2588,4,62.2483,3.156,12.9297,6.9913,0.0144,0.0066,0.0011,0.2342
132,148.1995,10,67.4766,3.3294,9.8212,0.4202,0.0091,0.0049,0.0026,0.1551
133,90.0966,6,66.5952,3.0971,10.9422,0.1487,0.01,0.0066,0.0015,0.6623
134,29.2677,2,68.3347,3.3105,12.3531,0.1571,0.0117,0.0054,0.0012,0.2738
135,100.908,7,69.3701,3.6626,12.7022,0.1626,0.0104,0.0059,0.0022,0.2522
136,360.2799,23,63.8393,3.3067,12.1304,3.4306,0.0106,0.0069,0.0014,0.5641
137,103.6077,7,67.5625,2.9336,12.1185,0.7814,0.0104,0.0068,0.0011,0.1973
138,354.6621,23,64.8505,2.8858,11.7039,0.1105,0.0078,0.0046,0.002,0.2309
139,93.5301,6,64.1505,3.0765,11.4498,7.2333,0.0107,0.0064,0.0009,0.3102
140,351.297,23,65.4717,2.8665,6.7112,0.1356,0.0086,0.0052,0.0021,0.11
141,71.6637,5,69.7703,2.986,10.4045,0.2225,0.0102,0.0063,0.0017,0.2613
142,11.085,1,90.212,0.0,0.0,4.4396,0.007,0.0138,0.0,0.0
143,11.281,1,88.6446,0.0,0.0,4.2666,0.0077,0.006,0.0,0.0
144,127.1918,8,62.8971,2.9268,12.9585,7.9204,0.0153,0.0078,0.0017,0.1082
145,232.8813,16,68.7045,3.1506,11.7162,7.1459,0.0128,0.0073,0.0015,0.1123
146,11.5275,1,86.7491,0.0,0.0,0.5381,0.0069,0.0066,0.0,0.0
147,184.7551,12,64.9508,2.8403,12.3769,0.1866,0.0106,0.0056,0.0021,0.1159
148,451.031,29,64.2971,2.7201,11.7031,0.193,0.0123,0.006,0.0018,0.0928
149,910.8072,57,62.5819,2.9492,12.7914,0.204,0.0082,0.0053,0.0012,0.1672
150,168.6461,11,65.2253,3.1216,12.5596,0.689,0.0162,0.0073,0.0018,0.2105
151,836.6331,54,64.5444,2.5948,12.0583,0.2105,0.0095,0.0049,0.0015,0.2239
152,72.4391,5,69.0235,3.0125,11.3313,0.1128,0.0085,0.0046,0.0012,0.118
153,442.192,30,67.8438,3.0143,11.0206,0.1515,0.0098,0.006,0.0013,0.5292
154,268.0652,17,63.4174,3.1272,11.9343,3.0691,0.0094,0.0061,0.0013,0.2452
155,220.9179,15,67.8985,3.3475,12.7276,0.2018,0.0104,0.0053,0.0019,0.2726
156,479.5878,31,64.6388,3.027,10.5402,3.2852,0.0108,0.0057,0.0015,0.3934
157,740.4015,48,64.8297,2.9267,11.8991,0.2118,0.0099,0.0052,0.002,0.3115
158,1004.792,65,64.69,3.4714,12.9966,0.5894,0.0305,0.0061,0.002,0.0868
159,248.1734,17,68.5005,3.7937,12.2435,0.1979,0.0092,0.0065,0.0022,0.1479
160,211.4802,14,66.2001,3.2257,8.4453,0.2569,0.012,0.0064,0.0013,0.1932
161,11.01,1,90.8265,0.0,0.0,4.3994,0.0096,0.007,0.0,0.0
162,245.0828,16,65.2841,3.2271,13.5538,0.2602,0.0108,0.0069,0.0013,0.1874
163,266.7126,18,67.4884,3.3905,11.587,7.9546,0.0172,0.007,0.0015,0.2492
164,35.3481,3,84.8702,6.5332,8.8589,0.1745,0.0113,0.0053,0.0013,0.3497
165,11.1558,1,89.6395,0.0,0.0,0.3359,0.0081,0.0062,0.0,0.0
166,99.2429,7,70.534,2.4059,13.5562,5.8481,0.0118,0.0058,0.0015,0.2467
167,114.8003,8,69.6862,2.6814,13.8608,0.2257,0.0114,0.0074,0.0022,0.2376
168,11.1311,1,89.8384,0.0,0.0,0.5259,0.0072,0.0055,0.0,0.0
169,85.2572,5,58.6461,4.8933,5.7318,8.13,0.0138,0.0073,0.0022,0.188
170,10.7869,1,92.705,0.0,0.0,0.454,0.0066,0.0057,0.0,0.0
171,13.4475,1,74.3633,0.0,0.0,5.1974,0.0092,0.0054,0.0,0.0
172,67.7847,5,73.763,2.5915,11.6649,0.1582,0.0117,0.0059,0.0012,0.1853
173,207.6489,14,67.4215,3.4248,12.4205,0.5051,0.0107,0.0049,0.0022,0.1796
174,104.6868,7,66.8661,2.9076,10.3544,0.239,0.0105,0.0071,0.0015,0.2523
